【お知らせ】＜除染＞環境省は、放射性物質に汚染された土壌などの効果的な除染の方法を具体的かつ分かりやすく紹介する「除染関係ガイドライン」を公開しました。詳細はこちら⇒ http://twme.jp/pmo/00E3,医療・福祉・健康相談
「除染に関する緊急実施基本方針」基づき、除染に必要となる技術情報を継続的に提供。今般、事故発生後に行われた学校や農地などでの除染の取組から得られた知見をもとに、除染を行っていく際に必要となる有効な技術を整理した「除染技術カタログ」を公表⇒http://tinyurl.com/8ywulrp ,医療・福祉・健康相談
【安否､避難者情報求む】大船渡市盛町内ノ目でカレー屋さんをやっている熊谷さんを探しています。ラジコのマノハさんが心配しています。下の名前分からず､日本語も読めないので安否確認が難しい。宜しくお願いします。→イースト・エイジア http://bit.ly/e9lPiO　#anpi,安否確認
【安否情報求む】母親の姪っ子と娘(妊婦)の消息不明です。気仙沼市最知北最知、畠山祐子さん、久美子ちゃんです。息子の大輔さんは確認取れました!!犬３匹(ﾌﾟｰﾄﾞﾙ､ﾁﾜﾜ､ﾐﾆﾀﾞｯｸｽ)と一緒かもしれません.　#anpi #jishin #kesennuma,安否確認
【安否､避難者情報求む】@RUN0613 大枝由香さん(33歳)石巻市雄勝町伊勢畑にて被災。お子様（生後一ヶ月）母の男澤徳子さん３名の安否情報を求めています。#save_miyagi #ishinomaki #anpi #jishin #hinan,安否確認
RT @miulaashanti: 【拡散希望】気仙沼市階上の三浦真理子(旧姓 内海)の安否をご存じの方いませんか？何か情報あればご一報ください。どうかよろしくお願い致します。#anpi #kesennuma 記：3/2... http://on.fb.me/i804Y5,安否確認
気仙沼の義父を探しています。地震発生時は陸前高田市のカラオケ店に滞在。　千葉築(ちばきずく)、67歳。車：紫の新型日産マーチ宮城NO.710。どうかお願いします。#anpi #rikuzentakata ,安否確認
[拡散希望]　福島県いわき市の「大坂和章」さんを岩見美保[旧姓宇尾]さんが探しています。東京都八王子市立第一中学校を途中で転校した。現在３５歳。#anpi,安否確認
震災後役場業務が再開したのは忘れもしない3月28日。たぶん18日頃までには各避難所間で避難者リスト（紙）の交換が山道を徒歩で駆け巡った地元ボランティアの尽力によってなされました。しかし、人の異動は頻繁で、できた時点ですでに陳腐化。電気が使えずPCも使い物にならずで把握は困難の極,安否確認
これは伝聞だけど、本部でPCが複数台使える状況になった時点で、それら紙のリストをまとめて入力する作業を開始。しかし、ベースにすべき住基データがないため、とりあえずリスト化するも途方に暮れる（同姓同名の特定や避難していない人＝安否未確認者の抽出はまだ不可能）,安否確認
で、業務再開の前日に呼ばれて行ってみたら、なんと住基データがバックアップから復活されている！これをPCで扱えるように抽出し、そこから世帯毎にデータ帳票つくる段取りして、さきにつくっていた避難所リストの情報もくっつけて…という作業を、たしか丸1日くらいの突貫工事でやりました。,安否確認
あとは、いると思われる避難所・地区ごとに世帯毎の帳票を出力して、各避難所・地区に持ってって「これをいる人に配って、今いる場所と安否の情報を記入してもらってください」ってやって回収して、そのデータをPCに入力。配付開始が3月29日、回収した片っ端から入力。,安否確認
余震が……腹の怪我が激痛を発し始めた。死んでしまう。痛い。サーバーの角が、破れた腹にめり込んでいるのがわかる。痛くて足が痙攣している。何度も気を失いそうになるが、痛みで覚醒する。指を動かせるうちに誰か気付いてくれ。死にたくない。痛い。痛みで発狂しそうだ,救助
ひたちなか近辺のライフライン全死して救助も援助無い状態だそうです！日立、及び県北西南で水の支援がされてない地域がたくさんあるとのこと!!故郷の茨城が死んじゃう。助けて! #save_ibaraki,救助
とにかく早く救出してほしい。,救助
岩永美保が車ごと津波に流されて、龍和自工株式会社の倉庫の中のトラックの上にいます。宮城県岩沼市下野郷新拓174。誰か助けて下さい #j_j_helpme,救助
ツイッター上で救助の要請を見かけた場合、まず119番に電話をして下さい。 その際、救助の要請をされている場所をきちんと伝えて下さい。リツイートや拡散するのではなく、119番へ電話をかけて下さい。なお、同じ内容の電話が複数かからないよう、電話をかけた方はその旨をツイートして下さい。,救助
家具に埋もれて動けなくなったら机の脚でも何でもいい、とにかく叩けるものを叩いて音を出せ。“２・５・２”のリズムは「要救助者あり」の信号。消防職員が必ず救助する。,救助
被災地の妊婦さん。ご自身から妊娠中であることを自己申告し、優先的に救助されて下さい。外見からでは妊娠初期は分かりません。妊婦さん、乳幼児の周りにいる方、妊婦さんの声を聞いて上げて下さい。妊婦さん、戦時でも沢山の健康な赤ちゃんが産まれています。どうぞ安心して。絶対に大丈夫です。,救助
【溺水者の救助】①呼吸の有無を確認する。呼吸があろうとなかろうと、無理に腹を押すなどして水を吐かせようとしない。②呼吸がある場合：顔を横向けにする（水を吐いて窒息することがあるため）。　③呼吸が無い場合→心肺蘇生法へ　＜全ての場合で、身体を大きな布などで覆い、保温する。,救助
JR東日本で働いている知人に電話したところ偶然にも繋がった。運休につい伺ったら「線路の歪みを全線で検証しなくてはならないので復旧の見込みは未だない。朝までにそれが終わるかどうかもわからない」とのこと。脱線した場合のことを考えているそうでこれは仕方ない判断だったそうな。なるほど。,救助
何かあったら、額に触れて深呼吸して下さい。 この方法は、あらゆる感情ストレスの解放に効果があります。 阪神大震災の時も、中国の地震の時も、この方法でたくさんの人が救われました。 どこか、体に痛みがある時は、その場所と額の両方を手で触れてつなげば、かなり痛みを軽減できます,救助
被災者支援サービスToksyで被災者から「炊飯器」の支援物資要請があります。,物資要請
被災者支援サービスToksyで被災者から「トースター」の支援物資要請があります。,物資要請
被災者支援サービスToksyで被災者から「FOMA充電器」の支援物資要請があります#shien #busshi,物資要請
被災者支援サービスToksyで被災者から「食料品や日用品など希望しております。」の支援物資要請があります。 #shien #busshi,物資要請
被災者支援サービスToksyで被災者から「東松島市の自宅避難さん達に『米』の緊急支援をお願い致します。」の支援物資要請があります。 #shien #busshi,物資要請
被災者支援サービスToksyで被災者から「カップラーメン」の支援物資要請があります。 #busshi,物資要請
被災者支援サービスToksyで被災者から「カップラーメン、焼きそばなど　約２０食」の支援物資要請があります。 #shien #busshi,物資要請
被災者支援サービスToksyで被災者から「レトルト食品・飲み物なで」の支援物資要請があります。 #shien #busshi,物資要請
被災者支援サービスToksyで被災者から「ジュース、ドリンク類　３０から５０本くらい」の支援物資要請があります#shien #busshi,物資要請
被災者支援サービスToksyで被災者から「ミネラルウォーター」の支援物資要請があります。 #shien #busshi,物資要請
【福島県外に避難された方の住宅相談・連絡先 】 福島県は、県外に避難された方の住宅相談を行っています。 連絡先：県外避難者支援担当 ０２４－５２３－４１５７ 午前8時30分から午後5時15分まで（平日） http://tinyurl.com/3rx54rd ,生活支援・相談
【福島県総合計画改定案に関する県民意見の募集について】 福島県は、11月7日(月)まで、福島県内に住所がある方及び団体並びに福島県内の学校・事業所等に通勤・通学している方から「福島県総合計画改定案」に対しての意見を募集しています。http://tinyurl.com/5t2zyrt,生活支援・相談
【福島県の仮設住宅等入居者支援事業一覧の作成について】 福島県は、仮設住宅等入居者の方への支援事業をとりまとめました。 http://www.pref.fukushima.jp/j/nyukyosya-shien-ichiran.pdf …,生活支援・相談
消費者庁が、食品と放射能についてＱ＆Ａ方式でまとめております。ご参照ください。http://www.caa.go.jp/jisin/pdf/110530food_qa.pdf …,生活支援・相談
【お知らせ】【水産物Ｑ＆Ａ】東電福島第一原発周辺の海への放射性物質放出による水産物への影響等について、多く寄せられている質問をＱ＆Ａにしました⇒ http://twme.jp/pmo/001C,生活支援・相談
川内村では、応急仮設住宅として、福島県県営住宅等への入居者を募集しています。応募期間は６月２８日まで。詳しくは、http://shinsai.kawauchimura.jp/?p=508 をご覧ください,生活支援・相談
【東電福島原発】枝野官房長官会見（16:00）（続）／一方で住民の方が心配されることも当然であり、また生活形態によっては20mSv/年を超える可能性も否定できないことから、こうした地点を「特定避難勧奨地点」とし近辺の住民の方への注意喚起、情報提供、避難の支援を行うこととする。,生活支援・相談
【東電福島原発】枝野官房長官会見（16:00）（続）／特定避難勧奨地点については特に妊婦やお子さんのいる世帯等は避難して頂けるよう自治体とも相談していく。また避難せずに残られる方に対しては放射線の影響や生活上の留意点等の情報をさらにきめ細かく提供していく。,生活支援・相談
いわき市は東日本大震災により一時的に雇用促進住宅及び応急仮設住宅に入居する避難住民には高齢者等の買い物弱者が多いことから、入居者等の買い物不便の解消を図るために、生鮮食品、日用品などの移動販売を開始します。,生活支援・相談
【お知らせ】【下水汚泥】放射性物質が検出された下水処理場の脱水汚泥等について、処理・輸送・保管に伴い、周辺住民が１年当たり１ミリシーベルト超の放射線を受けないようにする等の考え方に基づいて、国土交通省が取扱い方針をまとめました⇒ http://twme.jp/pmo/0022,生活支援・相談
